creative,feature,model,train,tone
HOUSE/NY20 FISCHER PUBLIC SERVICE ANNOUNCEMENT 60,music,lsvm,0,1
HOUSE/NY20 FISCHER PUBLIC SERVICE ANNOUNCEMENT 60,music,nsvm,0,1
HOUSE/NY20 FISCHER PUBLIC SERVICE ANNOUNCEMENT 60,music,knn,0,1
HOUSE/NY20 FISCHER PUBLIC SERVICE ANNOUNCEMENT 60,music,rf,0,1
HOUSE/NY20 FISCHER PUBLIC SERVICE ANNOUNCEMENT 60,music,nb,0,1
HOUSE/NY20 FISCHER PUBLIC SERVICE ANNOUNCEMENT 60,both,lsvm,0,1
HOUSE/NY20 FISCHER PUBLIC SERVICE ANNOUNCEMENT 60,both,nsvm,0,1
HOUSE/NY20 FISCHER PUBLIC SERVICE ANNOUNCEMENT 60,both,knn,0,1
HOUSE/NY20 FISCHER PUBLIC SERVICE ANNOUNCEMENT 60,both,rf,0,1
HOUSE/NY20 FISCHER PUBLIC SERVICE ANNOUNCEMENT 60,both,nb,0,1
HOUSE/NY20 TONKO SAME STREET,text,lsvm,1,1
HOUSE/NY20 TONKO SAME STREET,text,nsvm,1,1
HOUSE/NY20 TONKO SAME STREET,text,knn,1,1
HOUSE/NY20 TONKO SAME STREET,text,rf,1,1
HOUSE/NY20 TONKO SAME STREET,text,nb,1,1
HOUSE/NY20 TONKO SAME STREET,music,lsvm,1,1
HOUSE/NY20 TONKO SAME STREET,music,nsvm,1,1
HOUSE/NY20 TONKO SAME STREET,music,knn,1,0
HOUSE/NY20 TONKO SAME STREET,music,rf,1,1
HOUSE/NY20 TONKO SAME STREET,music,nb,1,0
HOUSE/NY20 TONKO SAME STREET,both,lsvm,1,1
HOUSE/NY20 TONKO SAME STREET,both,nsvm,1,1
HOUSE/NY20 TONKO SAME STREET,both,knn,1,1
HOUSE/NY20 TONKO SAME STREET,both,rf,1,1
HOUSE/NY20 TONKO SAME STREET,both,nb,1,1
HOUSE/NY21 DOHENY FIGHTING FOR JOBS,text,lsvm,1,1
HOUSE/NY21 DOHENY FIGHTING FOR JOBS,text,nsvm,1,1
HOUSE/NY21 DOHENY FIGHTING FOR JOBS,text,knn,1,1
HOUSE/NY21 DOHENY FIGHTING FOR JOBS,text,rf,1,1
HOUSE/NY21 DOHENY FIGHTING FOR JOBS,text,nb,1,1
HOUSE/NY21 DOHENY FIGHTING FOR JOBS,music,lsvm,1,1
HOUSE/NY21 DOHENY FIGHTING FOR JOBS,music,nsvm,1,1
HOUSE/NY21 DOHENY FIGHTING FOR JOBS,music,knn,1,1
HOUSE/NY21 DOHENY FIGHTING FOR JOBS,music,rf,1,1
HOUSE/NY21 DOHENY FIGHTING FOR JOBS,music,nb,1,1
HOUSE/NY21 DOHENY FIGHTING FOR JOBS,both,lsvm,1,1
HOUSE/NY21 DOHENY FIGHTING FOR JOBS,both,nsvm,1,1
HOUSE/NY21 DOHENY FIGHTING FOR JOBS,both,knn,1,1
HOUSE/NY21 DOHENY FIGHTING FOR JOBS,both,rf,1,1
HOUSE/NY21 DOHENY FIGHTING FOR JOBS,both,nb,1,1
HOUSE/NY21 DOHENY OWENS FAILED TO OBEY,text,lsvm,1,0
HOUSE/NY21 DOHENY OWENS FAILED TO OBEY,text,nsvm,1,0
HOUSE/NY21 DOHENY OWENS FAILED TO OBEY,text,knn,1,0
HOUSE/NY21 DOHENY OWENS FAILED TO OBEY,text,rf,1,0
HOUSE/NY21 DOHENY OWENS FAILED TO OBEY,text,nb,1,0
HOUSE/NY21 DOHENY OWENS FAILED TO OBEY,music,lsvm,1,0
HOUSE/NY21 DOHENY OWENS FAILED TO OBEY,music,nsvm,1,1
HOUSE/NY21 DOHENY OWENS FAILED TO OBEY,music,knn,1,1
HOUSE/NY21 DOHENY OWENS FAILED TO OBEY,music,rf,1,0
HOUSE/NY21 DOHENY OWENS FAILED TO OBEY,music,nb,1,0
HOUSE/NY21 DOHENY OWENS FAILED TO OBEY,both,lsvm,1,0
HOUSE/NY21 DOHENY OWENS FAILED TO OBEY,both,nsvm,1,0
HOUSE/NY21 DOHENY OWENS FAILED TO OBEY,both,knn,1,1
HOUSE/NY21 DOHENY OWENS FAILED TO OBEY,both,rf,1,0
HOUSE/NY21 DOHENY OWENS FAILED TO OBEY,both,nb,1,0
HOUSE/NY21 DOHENY OWENS ISLANDS,text,lsvm,1,0
HOUSE/NY21 DOHENY OWENS ISLANDS,text,nsvm,1,0
HOUSE/NY21 DOHENY OWENS ISLANDS,text,knn,1,0
HOUSE/NY21 DOHENY OWENS ISLANDS,text,rf,1,0
HOUSE/NY21 DOHENY OWENS ISLANDS,text,nb,1,0
HOUSE/NY21 DOHENY OWENS ISLANDS,music,lsvm,1,1
HOUSE/NY21 DOHENY OWENS ISLANDS,music,nsvm,1,0
HOUSE/NY21 DOHENY OWENS ISLANDS,music,knn,1,1
HOUSE/NY21 DOHENY OWENS ISLANDS,music,rf,1,0
HOUSE/NY21 DOHENY OWENS ISLANDS,music,nb,1,0
HOUSE/NY21 DOHENY OWENS ISLANDS,both,lsvm,1,0
HOUSE/NY21 DOHENY OWENS ISLANDS,both,nsvm,1,0
HOUSE/NY21 DOHENY OWENS ISLANDS,both,knn,1,1
HOUSE/NY21 DOHENY OWENS ISLANDS,both,rf,1,0
HOUSE/NY21 DOHENY OWENS ISLANDS,both,nb,1,0
HOUSE/NY21 DOHENY OWENS LIKE FLIPPING A COIN,text,lsvm,1,0
HOUSE/NY21 DOHENY OWENS LIKE FLIPPING A COIN,text,nsvm,1,0
HOUSE/NY21 DOHENY OWENS LIKE FLIPPING A COIN,text,knn,1,1
HOUSE/NY21 DOHENY OWENS LIKE FLIPPING A COIN,text,rf,1,0
HOUSE/NY21 DOHENY OWENS LIKE FLIPPING A COIN,text,nb,1,0
HOUSE/NY21 DOHENY OWENS LIKE FLIPPING A COIN,music,lsvm,1,0
HOUSE/NY21 DOHENY OWENS LIKE FLIPPING A COIN,music,nsvm,1,0
HOUSE/NY21 DOHENY OWENS LIKE FLIPPING A COIN,music,knn,1,0
HOUSE/NY21 DOHENY OWENS LIKE FLIPPING A COIN,music,rf,1,0
HOUSE/NY21 DOHENY OWENS LIKE FLIPPING A COIN,music,nb,1,0
HOUSE/NY21 DOHENY OWENS LIKE FLIPPING A COIN,both,lsvm,1,0
HOUSE/NY21 DOHENY OWENS LIKE FLIPPING A COIN,both,nsvm,1,0
HOUSE/NY21 DOHENY OWENS LIKE FLIPPING A COIN,both,knn,1,0
HOUSE/NY21 DOHENY OWENS LIKE FLIPPING A COIN,both,rf,1,0
HOUSE/NY21 DOHENY OWENS LIKE FLIPPING A COIN,both,nb,1,0
HOUSE/NY21 DOHENY OWENS PELOSI OBAMA,text,lsvm,1,0
HOUSE/NY21 DOHENY OWENS PELOSI OBAMA,text,nsvm,1,0
HOUSE/NY21 DOHENY OWENS PELOSI OBAMA,text,knn,1,0
HOUSE/NY21 DOHENY OWENS PELOSI OBAMA,text,rf,1,0
HOUSE/NY21 DOHENY OWENS PELOSI OBAMA,text,nb,1,0
HOUSE/NY21 DOHENY OWENS PELOSI OBAMA,music,lsvm,1,0
HOUSE/NY21 DOHENY OWENS PELOSI OBAMA,music,nsvm,1,0
HOUSE/NY21 DOHENY OWENS PELOSI OBAMA,music,knn,1,1
HOUSE/NY21 DOHENY OWENS PELOSI OBAMA,music,rf,1,0
HOUSE/NY21 DOHENY OWENS PELOSI OBAMA,music,nb,1,0
HOUSE/NY21 DOHENY OWENS PELOSI OBAMA,both,lsvm,1,0
HOUSE/NY21 DOHENY OWENS PELOSI OBAMA,both,nsvm,1,0
HOUSE/NY21 DOHENY OWENS PELOSI OBAMA,both,knn,1,0
HOUSE/NY21 DOHENY OWENS PELOSI OBAMA,both,rf,1,0
HOUSE/NY21 DOHENY OWENS PELOSI OBAMA,both,nb,1,0
HOUSE/NY21 DOHENY OWENS THERE THEY GO AGAIN,text,lsvm,1,0
HOUSE/NY21 DOHENY OWENS THERE THEY GO AGAIN,text,nsvm,1,0
HOUSE/NY21 DOHENY OWENS THERE THEY GO AGAIN,text,knn,1,0
HOUSE/NY21 DOHENY OWENS THERE THEY GO AGAIN,text,rf,1,0
HOUSE/NY21 DOHENY OWENS THERE THEY GO AGAIN,text,nb,1,0
HOUSE/NY21 DOHENY OWENS THERE THEY GO AGAIN,music,lsvm,1,1
HOUSE/NY21 DOHENY OWENS THERE THEY GO AGAIN,music,nsvm,1,1
HOUSE/NY21 DOHENY OWENS THERE THEY GO AGAIN,music,knn,1,0
HOUSE/NY21 DOHENY OWENS THERE THEY GO AGAIN,music,rf,1,0
HOUSE/NY21 DOHENY OWENS THERE THEY GO AGAIN,music,nb,1,1
HOUSE/NY21 DOHENY OWENS THERE THEY GO AGAIN,both,lsvm,1,0
HOUSE/NY21 DOHENY OWENS THERE THEY GO AGAIN,both,nsvm,1,0
HOUSE/NY21 DOHENY OWENS THERE THEY GO AGAIN,both,knn,1,1
HOUSE/NY21 DOHENY OWENS THERE THEY GO AGAIN,both,rf,1,0
HOUSE/NY21 DOHENY OWENS THERE THEY GO AGAIN,both,nb,1,0
HOUSE/NY21 DOHENY OWENS WE SEE ONE SIDE,text,lsvm,1,0
HOUSE/NY21 DOHENY OWENS WE SEE ONE SIDE,text,nsvm,1,0
HOUSE/NY21 DOHENY OWENS WE SEE ONE SIDE,text,knn,1,0
HOUSE/NY21 DOHENY OWENS WE SEE ONE SIDE,text,rf,1,0
HOUSE/NY21 DOHENY OWENS WE SEE ONE SIDE,text,nb,1,0
HOUSE/NY21 DOHENY OWENS WE SEE ONE SIDE,music,lsvm,1,0
HOUSE/NY21 DOHENY OWENS WE SEE ONE SIDE,music,nsvm,1,0
HOUSE/NY21 DOHENY OWENS WE SEE ONE SIDE,music,knn,1,1
HOUSE/NY21 DOHENY OWENS WE SEE ONE SIDE,music,rf,1,0
HOUSE/NY21 DOHENY OWENS WE SEE ONE SIDE,music,nb,1,0
HOUSE/NY21 DOHENY OWENS WE SEE ONE SIDE,both,lsvm,1,0
HOUSE/NY21 DOHENY OWENS WE SEE ONE SIDE,both,nsvm,1,0
HOUSE/NY21 DOHENY OWENS WE SEE ONE SIDE,both,knn,1,0
HOUSE/NY21 DOHENY OWENS WE SEE ONE SIDE,both,rf,1,0
HOUSE/NY21 DOHENY OWENS WE SEE ONE SIDE,both,nb,1,0
HOUSE/NY21 DOHENY VALUES,text,lsvm,1,1
HOUSE/NY21 DOHENY VALUES,text,nsvm,1,1
HOUSE/NY21 DOHENY VALUES,text,knn,1,1
HOUSE/NY21 DOHENY VALUES,text,rf,1,1
HOUSE/NY21 DOHENY VALUES,text,nb,1,1
HOUSE/NY21 DOHENY VALUES,music,lsvm,1,1
HOUSE/NY21 DOHENY VALUES,music,nsvm,1,1
HOUSE/NY21 DOHENY VALUES,music,knn,1,1
HOUSE/NY21 DOHENY VALUES,music,rf,1,0
HOUSE/NY21 DOHENY VALUES,music,nb,1,1
HOUSE/NY21 DOHENY VALUES,both,lsvm,1,1
HOUSE/NY21 DOHENY VALUES,both,nsvm,1,1
HOUSE/NY21 DOHENY VALUES,both,knn,1,1
HOUSE/NY21 DOHENY VALUES,both,rf,1,0
HOUSE/NY21 DOHENY VALUES,both,nb,1,1
HOUSE/NY21 OWENS AS OLD AS THE ADIRONDACKS,text,lsvm,1,0
HOUSE/NY21 OWENS AS OLD AS THE ADIRONDACKS,text,nsvm,1,0
HOUSE/NY21 OWENS AS OLD AS THE ADIRONDACKS,text,knn,1,1
HOUSE/NY21 OWENS AS OLD AS THE ADIRONDACKS,text,rf,1,0
HOUSE/NY21 OWENS AS OLD AS THE ADIRONDACKS,text,nb,1,0
HOUSE/NY21 OWENS AS OLD AS THE ADIRONDACKS,music,lsvm,1,1
HOUSE/NY21 OWENS AS OLD AS THE ADIRONDACKS,music,nsvm,1,0
HOUSE/NY21 OWENS AS OLD AS THE ADIRONDACKS,music,knn,1,0
HOUSE/NY21 OWENS AS OLD AS THE ADIRONDACKS,music,rf,1,0
HOUSE/NY21 OWENS AS OLD AS THE ADIRONDACKS,music,nb,1,0
HOUSE/NY21 OWENS AS OLD AS THE ADIRONDACKS,both,lsvm,1,0
HOUSE/NY21 OWENS AS OLD AS THE ADIRONDACKS,both,nsvm,1,0
HOUSE/NY21 OWENS AS OLD AS THE ADIRONDACKS,both,knn,1,0
HOUSE/NY21 OWENS AS OLD AS THE ADIRONDACKS,both,rf,1,0
HOUSE/NY21 OWENS AS OLD AS THE ADIRONDACKS,both,nb,1,0
HOUSE/NY21 OWENS CREATE NEW ONES,text,lsvm,1,1
HOUSE/NY21 OWENS CREATE NEW ONES,text,nsvm,1,1
HOUSE/NY21 OWENS CREATE NEW ONES,text,knn,1,1
HOUSE/NY21 OWENS CREATE NEW ONES,text,rf,1,1
HOUSE/NY21 OWENS CREATE NEW ONES,text,nb,1,1
HOUSE/NY21 OWENS CREATE NEW ONES,music,lsvm,1,1
HOUSE/NY21 OWENS CREATE NEW ONES,music,nsvm,1,1
HOUSE/NY21 OWENS CREATE NEW ONES,music,knn,1,1
HOUSE/NY21 OWENS CREATE NEW ONES,music,rf,1,1
HOUSE/NY21 OWENS CREATE NEW ONES,music,nb,1,0
HOUSE/NY21 OWENS CREATE NEW ONES,both,lsvm,1,1
HOUSE/NY21 OWENS CREATE NEW ONES,both,nsvm,1,0
HOUSE/NY21 OWENS CREATE NEW ONES,both,knn,1,0
HOUSE/NY21 OWENS CREATE NEW ONES,both,rf,1,1
HOUSE/NY21 OWENS CREATE NEW ONES,both,nb,1,0
HOUSE/NY21 OWENS DOHENY ATTACK AD FAKE,text,lsvm,1,0
HOUSE/NY21 OWENS DOHENY ATTACK AD FAKE,text,nsvm,1,0
HOUSE/NY21 OWENS DOHENY ATTACK AD FAKE,text,knn,1,1
HOUSE/NY21 OWENS DOHENY ATTACK AD FAKE,text,rf,1,0
HOUSE/NY21 OWENS DOHENY ATTACK AD FAKE,text,nb,1,0
HOUSE/NY21 OWENS DOHENY ATTACK AD FAKE,music,lsvm,1,0
HOUSE/NY21 OWENS DOHENY ATTACK AD FAKE,music,nsvm,1,0
HOUSE/NY21 OWENS DOHENY ATTACK AD FAKE,music,knn,1,1
HOUSE/NY21 OWENS DOHENY ATTACK AD FAKE,music,rf,1,0
HOUSE/NY21 OWENS DOHENY ATTACK AD FAKE,music,nb,1,0
HOUSE/NY21 OWENS DOHENY ATTACK AD FAKE,both,lsvm,1,0
HOUSE/NY21 OWENS DOHENY ATTACK AD FAKE,both,nsvm,1,0
HOUSE/NY21 OWENS DOHENY ATTACK AD FAKE,both,knn,1,1
HOUSE/NY21 OWENS DOHENY ATTACK AD FAKE,both,rf,1,0
HOUSE/NY21 OWENS DOHENY ATTACK AD FAKE,both,nb,1,0
HOUSE/NY21 OWENS IT'S ALL ONLINE,text,lsvm,1,0
HOUSE/NY21 OWENS IT'S ALL ONLINE,text,nsvm,1,0
HOUSE/NY21 OWENS IT'S ALL ONLINE,text,knn,1,0
HOUSE/NY21 OWENS IT'S ALL ONLINE,text,rf,1,0
HOUSE/NY21 OWENS IT'S ALL ONLINE,text,nb,1,0
HOUSE/NY21 OWENS IT'S ALL ONLINE,music,lsvm,1,0
HOUSE/NY21 OWENS IT'S ALL ONLINE,music,nsvm,1,0
HOUSE/NY21 OWENS IT'S ALL ONLINE,music,knn,1,0
HOUSE/NY21 OWENS IT'S ALL ONLINE,music,rf,1,0
HOUSE/NY21 OWENS IT'S ALL ONLINE,music,nb,1,0
HOUSE/NY21 OWENS IT'S ALL ONLINE,both,lsvm,1,0
HOUSE/NY21 OWENS IT'S ALL ONLINE,both,nsvm,1,0
HOUSE/NY21 OWENS IT'S ALL ONLINE,both,knn,1,0
HOUSE/NY21 OWENS IT'S ALL ONLINE,both,rf,1,0
HOUSE/NY21 OWENS IT'S ALL ONLINE,both,nb,1,0
HOUSE/NY21 OWENS REGULATIONS,text,lsvm,1,1
HOUSE/NY21 OWENS REGULATIONS,text,nsvm,1,1
HOUSE/NY21 OWENS REGULATIONS,text,knn,1,1
HOUSE/NY21 OWENS REGULATIONS,text,rf,1,1
HOUSE/NY21 OWENS REGULATIONS,text,nb,1,1
HOUSE/NY21 OWENS REGULATIONS,music,lsvm,1,0
HOUSE/NY21 OWENS REGULATIONS,music,nsvm,1,0
HOUSE/NY21 OWENS REGULATIONS,music,knn,1,1
HOUSE/NY21 OWENS REGULATIONS,music,rf,1,1
HOUSE/NY21 OWENS REGULATIONS,music,nb,1,0
HOUSE/NY21 OWENS REGULATIONS,both,lsvm,1,1
HOUSE/NY21 OWENS REGULATIONS,both,nsvm,1,1
HOUSE/NY21 OWENS REGULATIONS,both,knn,1,1
HOUSE/NY21 OWENS REGULATIONS,both,rf,1,1
HOUSE/NY21 OWENS REGULATIONS,both,nb,1,0
HOUSE/NY21 OWENS TRIP TO TAIWAN,text,lsvm,1,0
HOUSE/NY21 OWENS TRIP TO TAIWAN,text,nsvm,1,0
HOUSE/NY21 OWENS TRIP TO TAIWAN,text,knn,1,1
HOUSE/NY21 OWENS TRIP TO TAIWAN,text,rf,1,0
HOUSE/NY21 OWENS TRIP TO TAIWAN,text,nb,1,0
HOUSE/NY21 OWENS TRIP TO TAIWAN,music,lsvm,1,1
HOUSE/NY21 OWENS TRIP TO TAIWAN,music,nsvm,1,1
HOUSE/NY21 OWENS TRIP TO TAIWAN,music,knn,1,1
HOUSE/NY21 OWENS TRIP TO TAIWAN,music,rf,1,0
HOUSE/NY21 OWENS TRIP TO TAIWAN,music,nb,1,0
HOUSE/NY21 OWENS TRIP TO TAIWAN,both,lsvm,1,0
HOUSE/NY21 OWENS TRIP TO TAIWAN,both,nsvm,1,0
HOUSE/NY21 OWENS TRIP TO TAIWAN,both,knn,1,1
HOUSE/NY21 OWENS TRIP TO TAIWAN,both,rf,1,0
HOUSE/NY21 OWENS TRIP TO TAIWAN,both,nb,1,0
HOUSE/NY21 OWENS WASTE IN WASHINGTON,text,lsvm,1,1
HOUSE/NY21 OWENS WASTE IN WASHINGTON,text,nsvm,1,1
HOUSE/NY21 OWENS WASTE IN WASHINGTON,text,knn,1,1
HOUSE/NY21 OWENS WASTE IN WASHINGTON,text,rf,1,1
HOUSE/NY21 OWENS WASTE IN WASHINGTON,text,nb,1,1
HOUSE/NY21 OWENS WASTE IN WASHINGTON,music,lsvm,1,0
HOUSE/NY21 OWENS WASTE IN WASHINGTON,music,nsvm,1,1
HOUSE/NY21 OWENS WASTE IN WASHINGTON,music,knn,1,0
HOUSE/NY21 OWENS WASTE IN WASHINGTON,music,rf,1,1
HOUSE/NY21 OWENS WASTE IN WASHINGTON,music,nb,1,0
HOUSE/NY21 OWENS WASTE IN WASHINGTON,both,lsvm,1,1
HOUSE/NY21 OWENS WASTE IN WASHINGTON,both,nsvm,1,1
HOUSE/NY21 OWENS WASTE IN WASHINGTON,both,knn,1,1
HOUSE/NY21 OWENS WASTE IN WASHINGTON,both,rf,1,1
HOUSE/NY21 OWENS WASTE IN WASHINGTON,both,nb,1,0
HOUSE/NY21 OWENS&DCCC TALE OF FOUR ISLANDS,text,lsvm,1,0
HOUSE/NY21 OWENS&DCCC TALE OF FOUR ISLANDS,text,nsvm,1,0
HOUSE/NY21 OWENS&DCCC TALE OF FOUR ISLANDS,text,knn,1,0
HOUSE/NY21 OWENS&DCCC TALE OF FOUR ISLANDS,text,rf,1,0
HOUSE/NY21 OWENS&DCCC TALE OF FOUR ISLANDS,text,nb,1,0
HOUSE/NY21 OWENS&DCCC TALE OF FOUR ISLANDS,music,lsvm,1,0
HOUSE/NY21 OWENS&DCCC TALE OF FOUR ISLANDS,music,nsvm,1,0
HOUSE/NY21 OWENS&DCCC TALE OF FOUR ISLANDS,music,knn,1,0
HOUSE/NY21 OWENS&DCCC TALE OF FOUR ISLANDS,music,rf,1,0
HOUSE/NY21 OWENS&DCCC TALE OF FOUR ISLANDS,music,nb,1,0
HOUSE/NY21 OWENS&DCCC TALE OF FOUR ISLANDS,both,lsvm,1,0
HOUSE/NY21 OWENS&DCCC TALE OF FOUR ISLANDS,both,nsvm,1,0
HOUSE/NY21 OWENS&DCCC TALE OF FOUR ISLANDS,both,knn,1,1
HOUSE/NY21 OWENS&DCCC TALE OF FOUR ISLANDS,both,rf,1,0
HOUSE/NY21 OWENS&DCCC TALE OF FOUR ISLANDS,both,nb,1,0
HOUSE/NY21 STEFANIK GREAT EXPERIENCE,text,lsvm,1,1
HOUSE/NY21 STEFANIK GREAT EXPERIENCE,text,nsvm,1,1
HOUSE/NY21 STEFANIK GREAT EXPERIENCE,text,knn,1,1
HOUSE/NY21 STEFANIK GREAT EXPERIENCE,text,rf,1,1
HOUSE/NY21 STEFANIK GREAT EXPERIENCE,text,nb,1,1
HOUSE/NY21 STEFANIK GREAT EXPERIENCE,music,lsvm,1,1
HOUSE/NY21 STEFANIK GREAT EXPERIENCE,music,nsvm,1,1
HOUSE/NY21 STEFANIK GREAT EXPERIENCE,music,knn,1,1
HOUSE/NY21 STEFANIK GREAT EXPERIENCE,music,rf,1,1
HOUSE/NY21 STEFANIK GREAT EXPERIENCE,music,nb,1,1
HOUSE/NY21 STEFANIK GREAT EXPERIENCE,both,lsvm,1,1
HOUSE/NY21 STEFANIK GREAT EXPERIENCE,both,nsvm,1,1
HOUSE/NY21 STEFANIK GREAT EXPERIENCE,both,knn,1,1
HOUSE/NY21 STEFANIK GREAT EXPERIENCE,both,rf,1,1
HOUSE/NY21 STEFANIK GREAT EXPERIENCE,both,nb,1,1
HOUSE/NY21 STEFANIK MY GENERATION,text,lsvm,0,1
HOUSE/NY21 STEFANIK MY GENERATION,text,nsvm,0,1
HOUSE/NY21 STEFANIK MY GENERATION,text,knn,0,1
HOUSE/NY21 STEFANIK MY GENERATION,text,rf,0,1
HOUSE/NY21 STEFANIK MY GENERATION,text,nb,0,1
HOUSE/NY21 STEFANIK MY GENERATION,music,lsvm,0,1
HOUSE/NY21 STEFANIK MY GENERATION,music,nsvm,0,1
HOUSE/NY21 STEFANIK MY GENERATION,music,knn,0,1
HOUSE/NY21 STEFANIK MY GENERATION,music,rf,0,1
HOUSE/NY21 STEFANIK MY GENERATION,music,nb,0,1
HOUSE/NY21 STEFANIK MY GENERATION,both,lsvm,0,1
HOUSE/NY21 STEFANIK MY GENERATION,both,nsvm,0,1
HOUSE/NY21 STEFANIK MY GENERATION,both,knn,0,1
HOUSE/NY21 STEFANIK MY GENERATION,both,rf,0,1
HOUSE/NY21 STEFANIK MY GENERATION,both,nb,0,1
HOUSE/NY21 STEFANIK NEW IDEAS,text,lsvm,1,1
HOUSE/NY21 STEFANIK NEW IDEAS,text,nsvm,1,1
HOUSE/NY21 STEFANIK NEW IDEAS,text,knn,1,1
HOUSE/NY21 STEFANIK NEW IDEAS,text,rf,1,1
HOUSE/NY21 STEFANIK NEW IDEAS,text,nb,1,1
HOUSE/NY21 STEFANIK NEW IDEAS,music,lsvm,1,1
HOUSE/NY21 STEFANIK NEW IDEAS,music,nsvm,1,1
HOUSE/NY21 STEFANIK NEW IDEAS,music,knn,1,1
HOUSE/NY21 STEFANIK NEW IDEAS,music,rf,1,1
HOUSE/NY21 STEFANIK NEW IDEAS,music,nb,1,1
HOUSE/NY21 STEFANIK NEW IDEAS,both,lsvm,1,1
HOUSE/NY21 STEFANIK NEW IDEAS,both,nsvm,1,1
HOUSE/NY21 STEFANIK NEW IDEAS,both,knn,1,1
HOUSE/NY21 STEFANIK NEW IDEAS,both,rf,1,1
HOUSE/NY21 STEFANIK NEW IDEAS,both,nb,1,1
HOUSE/NY22 HANNA TRULY INDEPENDENT VOICE,text,lsvm,1,1
HOUSE/NY22 HANNA TRULY INDEPENDENT VOICE,text,nsvm,1,1
HOUSE/NY22 HANNA TRULY INDEPENDENT VOICE,text,knn,1,1
HOUSE/NY22 HANNA TRULY INDEPENDENT VOICE,text,rf,1,1
HOUSE/NY22 HANNA TRULY INDEPENDENT VOICE,text,nb,1,1
HOUSE/NY22 HANNA TRULY INDEPENDENT VOICE,music,lsvm,1,1
HOUSE/NY22 HANNA TRULY INDEPENDENT VOICE,music,nsvm,1,1
HOUSE/NY22 HANNA TRULY INDEPENDENT VOICE,music,knn,1,1
HOUSE/NY22 HANNA TRULY INDEPENDENT VOICE,music,rf,1,1
HOUSE/NY22 HANNA TRULY INDEPENDENT VOICE,music,nb,1,1
HOUSE/NY22 HANNA TRULY INDEPENDENT VOICE,both,lsvm,1,1
HOUSE/NY22 HANNA TRULY INDEPENDENT VOICE,both,nsvm,1,1
HOUSE/NY22 HANNA TRULY INDEPENDENT VOICE,both,knn,1,1
HOUSE/NY22 HANNA TRULY INDEPENDENT VOICE,both,rf,1,1
HOUSE/NY22 HANNA TRULY INDEPENDENT VOICE,both,nb,1,1
HOUSE/NY22 LAMB ISN'T A CAMPAIGN IT'S A CAUSE,text,lsvm,1,0
HOUSE/NY22 LAMB ISN'T A CAMPAIGN IT'S A CAUSE,text,nsvm,1,0
HOUSE/NY22 LAMB ISN'T A CAMPAIGN IT'S A CAUSE,text,knn,1,1
HOUSE/NY22 LAMB ISN'T A CAMPAIGN IT'S A CAUSE,text,rf,1,0
HOUSE/NY22 LAMB ISN'T A CAMPAIGN IT'S A CAUSE,text,nb,1,0
HOUSE/NY22 LAMB ISN'T A CAMPAIGN IT'S A CAUSE,music,lsvm,1,0
HOUSE/NY22 LAMB ISN'T A CAMPAIGN IT'S A CAUSE,music,nsvm,1,0
HOUSE/NY22 LAMB ISN'T A CAMPAIGN IT'S A CAUSE,music,knn,1,0
HOUSE/NY22 LAMB ISN'T A CAMPAIGN IT'S A CAUSE,music,rf,1,0
HOUSE/NY22 LAMB ISN'T A CAMPAIGN IT'S A CAUSE,music,nb,1,0
HOUSE/NY22 LAMB ISN'T A CAMPAIGN IT'S A CAUSE,both,lsvm,1,0
HOUSE/NY22 LAMB ISN'T A CAMPAIGN IT'S A CAUSE,both,nsvm,1,0
HOUSE/NY22 LAMB ISN'T A CAMPAIGN IT'S A CAUSE,both,knn,1,0
HOUSE/NY22 LAMB ISN'T A CAMPAIGN IT'S A CAUSE,both,rf,1,0
HOUSE/NY22 LAMB ISN'T A CAMPAIGN IT'S A CAUSE,both,nb,1,0
HOUSE/NY23 REED DOUBLE TROUBLE,text,lsvm,0,0
HOUSE/NY23 REED DOUBLE TROUBLE,text,nsvm,0,0
HOUSE/NY23 REED DOUBLE TROUBLE,text,knn,0,1
HOUSE/NY23 REED DOUBLE TROUBLE,text,rf,0,0
HOUSE/NY23 REED DOUBLE TROUBLE,text,nb,0,0
HOUSE/NY23 REED DOUBLE TROUBLE,music,lsvm,0,0
HOUSE/NY23 REED DOUBLE TROUBLE,music,nsvm,0,0
HOUSE/NY23 REED DOUBLE TROUBLE,music,knn,0,1
HOUSE/NY23 REED DOUBLE TROUBLE,music,rf,0,1
HOUSE/NY23 REED DOUBLE TROUBLE,music,nb,0,0
HOUSE/NY23 REED DOUBLE TROUBLE,both,lsvm,0,0
HOUSE/NY23 REED DOUBLE TROUBLE,both,nsvm,0,0
HOUSE/NY23 REED DOUBLE TROUBLE,both,knn,0,1
HOUSE/NY23 REED DOUBLE TROUBLE,both,rf,0,1
HOUSE/NY23 REED DOUBLE TROUBLE,both,nb,0,0
HOUSE/NY23 REED HER WORDS,text,lsvm,1,0
HOUSE/NY23 REED HER WORDS,text,nsvm,1,0
HOUSE/NY23 REED HER WORDS,text,knn,1,0
HOUSE/NY23 REED HER WORDS,text,rf,1,0
HOUSE/NY23 REED HER WORDS,text,nb,1,0
HOUSE/NY23 REED HER WORDS,music,lsvm,1,0
HOUSE/NY23 REED HER WORDS,music,nsvm,1,0
HOUSE/NY23 REED HER WORDS,music,knn,1,0
HOUSE/NY23 REED HER WORDS,music,rf,1,0
