creative,uid,feature,model,train,tone
HOUSE/WA05 PAKOOTAS HEATHER FOLEY REV,vZuY7ee4Cgc,text,nsvm,1,1
HOUSE/WA05 PAKOOTAS HEATHER FOLEY REV,vZuY7ee4Cgc,text,knn,1,1
HOUSE/WA05 PAKOOTAS HEATHER FOLEY REV,vZuY7ee4Cgc,text,rf,1,1
HOUSE/WA05 PAKOOTAS HEATHER FOLEY REV,vZuY7ee4Cgc,text,nb,1,1
HOUSE/WA05 PAKOOTAS HEATHER FOLEY REV,vZuY7ee4Cgc,music,lsvm,1,1
HOUSE/WA05 PAKOOTAS HEATHER FOLEY REV,vZuY7ee4Cgc,music,nsvm,1,1
HOUSE/WA05 PAKOOTAS HEATHER FOLEY REV,vZuY7ee4Cgc,music,knn,1,1
HOUSE/WA05 PAKOOTAS HEATHER FOLEY REV,vZuY7ee4Cgc,music,rf,1,1
HOUSE/WA05 PAKOOTAS HEATHER FOLEY REV,vZuY7ee4Cgc,music,nb,1,0
HOUSE/WA05 PAKOOTAS HEATHER FOLEY REV,vZuY7ee4Cgc,both,lsvm,1,1
HOUSE/WA05 PAKOOTAS HEATHER FOLEY REV,vZuY7ee4Cgc,both,nsvm,1,1
HOUSE/WA05 PAKOOTAS HEATHER FOLEY REV,vZuY7ee4Cgc,both,knn,1,0
HOUSE/WA05 PAKOOTAS HEATHER FOLEY REV,vZuY7ee4Cgc,both,rf,1,1
HOUSE/WA05 PAKOOTAS HEATHER FOLEY REV,vZuY7ee4Cgc,both,nb,1,1
HOUSE/WA05 RODGERS BIGGEST CHALLENGES,s5r9gJAPFy0,text,lsvm,1,1
HOUSE/WA05 RODGERS BIGGEST CHALLENGES,s5r9gJAPFy0,text,nsvm,1,1
HOUSE/WA05 RODGERS BIGGEST CHALLENGES,s5r9gJAPFy0,text,knn,1,1
HOUSE/WA05 RODGERS BIGGEST CHALLENGES,s5r9gJAPFy0,text,rf,1,1
HOUSE/WA05 RODGERS BIGGEST CHALLENGES,s5r9gJAPFy0,text,nb,1,1
HOUSE/WA05 RODGERS BIGGEST CHALLENGES,s5r9gJAPFy0,music,lsvm,1,1
HOUSE/WA05 RODGERS BIGGEST CHALLENGES,s5r9gJAPFy0,music,nsvm,1,1
HOUSE/WA05 RODGERS BIGGEST CHALLENGES,s5r9gJAPFy0,music,knn,1,1
HOUSE/WA05 RODGERS BIGGEST CHALLENGES,s5r9gJAPFy0,music,rf,1,1
HOUSE/WA05 RODGERS BIGGEST CHALLENGES,s5r9gJAPFy0,music,nb,1,1
HOUSE/WA05 RODGERS BIGGEST CHALLENGES,s5r9gJAPFy0,both,lsvm,1,1
HOUSE/WA05 RODGERS BIGGEST CHALLENGES,s5r9gJAPFy0,both,nsvm,1,1
HOUSE/WA05 RODGERS BIGGEST CHALLENGES,s5r9gJAPFy0,both,knn,1,1
HOUSE/WA05 RODGERS BIGGEST CHALLENGES,s5r9gJAPFy0,both,rf,1,1
HOUSE/WA05 RODGERS BIGGEST CHALLENGES,s5r9gJAPFy0,both,nb,1,1
HOUSE/WA06 KILMER GO TO BAT FOR YOU,5ddflVaB6C4,text,lsvm,0,1
HOUSE/WA06 KILMER GO TO BAT FOR YOU,5ddflVaB6C4,text,nsvm,0,1
HOUSE/WA06 KILMER GO TO BAT FOR YOU,5ddflVaB6C4,text,knn,0,1
HOUSE/WA06 KILMER GO TO BAT FOR YOU,5ddflVaB6C4,text,rf,0,1
HOUSE/WA06 KILMER GO TO BAT FOR YOU,5ddflVaB6C4,text,nb,0,1
HOUSE/WA06 KILMER GO TO BAT FOR YOU,5ddflVaB6C4,music,lsvm,0,0
HOUSE/WA06 KILMER GO TO BAT FOR YOU,5ddflVaB6C4,music,nsvm,0,1
HOUSE/WA06 KILMER GO TO BAT FOR YOU,5ddflVaB6C4,music,knn,0,0
HOUSE/WA06 KILMER GO TO BAT FOR YOU,5ddflVaB6C4,music,rf,0,1
HOUSE/WA06 KILMER GO TO BAT FOR YOU,5ddflVaB6C4,music,nb,0,0
HOUSE/WA06 KILMER GO TO BAT FOR YOU,5ddflVaB6C4,both,lsvm,0,1
HOUSE/WA06 KILMER GO TO BAT FOR YOU,5ddflVaB6C4,both,nsvm,0,1
HOUSE/WA06 KILMER GO TO BAT FOR YOU,5ddflVaB6C4,both,knn,0,1
HOUSE/WA06 KILMER GO TO BAT FOR YOU,5ddflVaB6C4,both,rf,0,1
HOUSE/WA06 KILMER GO TO BAT FOR YOU,5ddflVaB6C4,both,nb,0,1
HOUSE/WA08 REICHERT NATIONALLY RESPECTED SHERIFF,I0t8UqXpBWE,text,lsvm,1,1
HOUSE/WA08 REICHERT NATIONALLY RESPECTED SHERIFF,I0t8UqXpBWE,text,nsvm,1,1
HOUSE/WA08 REICHERT NATIONALLY RESPECTED SHERIFF,I0t8UqXpBWE,text,knn,1,1
HOUSE/WA08 REICHERT NATIONALLY RESPECTED SHERIFF,I0t8UqXpBWE,text,rf,1,1
HOUSE/WA08 REICHERT NATIONALLY RESPECTED SHERIFF,I0t8UqXpBWE,text,nb,1,1
HOUSE/WA08 REICHERT NATIONALLY RESPECTED SHERIFF,I0t8UqXpBWE,music,lsvm,1,1
HOUSE/WA08 REICHERT NATIONALLY RESPECTED SHERIFF,I0t8UqXpBWE,music,nsvm,1,1
HOUSE/WA08 REICHERT NATIONALLY RESPECTED SHERIFF,I0t8UqXpBWE,music,knn,1,1
HOUSE/WA08 REICHERT NATIONALLY RESPECTED SHERIFF,I0t8UqXpBWE,music,rf,1,1
HOUSE/WA08 REICHERT NATIONALLY RESPECTED SHERIFF,I0t8UqXpBWE,music,nb,1,0
HOUSE/WA08 REICHERT NATIONALLY RESPECTED SHERIFF,I0t8UqXpBWE,both,lsvm,1,1
HOUSE/WA08 REICHERT NATIONALLY RESPECTED SHERIFF,I0t8UqXpBWE,both,nsvm,1,1
HOUSE/WA08 REICHERT NATIONALLY RESPECTED SHERIFF,I0t8UqXpBWE,both,knn,1,1
HOUSE/WA08 REICHERT NATIONALLY RESPECTED SHERIFF,I0t8UqXpBWE,both,rf,1,1
HOUSE/WA08 REICHERT NATIONALLY RESPECTED SHERIFF,I0t8UqXpBWE,both,nb,1,1
HOUSE/WA10 HECK BUSINESS THE WAY CONGRESS DOES,8lQEoEVT9qY,text,lsvm,1,1
HOUSE/WA10 HECK BUSINESS THE WAY CONGRESS DOES,8lQEoEVT9qY,text,nsvm,1,1
HOUSE/WA10 HECK BUSINESS THE WAY CONGRESS DOES,8lQEoEVT9qY,text,knn,1,1
HOUSE/WA10 HECK BUSINESS THE WAY CONGRESS DOES,8lQEoEVT9qY,text,rf,1,1
HOUSE/WA10 HECK BUSINESS THE WAY CONGRESS DOES,8lQEoEVT9qY,text,nb,1,1
HOUSE/WA10 HECK BUSINESS THE WAY CONGRESS DOES,8lQEoEVT9qY,music,lsvm,1,1
HOUSE/WA10 HECK BUSINESS THE WAY CONGRESS DOES,8lQEoEVT9qY,music,nsvm,1,1
HOUSE/WA10 HECK BUSINESS THE WAY CONGRESS DOES,8lQEoEVT9qY,music,knn,1,1
HOUSE/WA10 HECK BUSINESS THE WAY CONGRESS DOES,8lQEoEVT9qY,music,rf,1,1
HOUSE/WA10 HECK BUSINESS THE WAY CONGRESS DOES,8lQEoEVT9qY,music,nb,1,0
HOUSE/WA10 HECK BUSINESS THE WAY CONGRESS DOES,8lQEoEVT9qY,both,lsvm,1,1
HOUSE/WA10 HECK BUSINESS THE WAY CONGRESS DOES,8lQEoEVT9qY,both,nsvm,1,1
HOUSE/WA10 HECK BUSINESS THE WAY CONGRESS DOES,8lQEoEVT9qY,both,knn,1,1
HOUSE/WA10 HECK BUSINESS THE WAY CONGRESS DOES,8lQEoEVT9qY,both,rf,1,1
HOUSE/WA10 HECK BUSINESS THE WAY CONGRESS DOES,8lQEoEVT9qY,both,nb,1,1
HOUSE/WA10 HECK TUG OF WAR,pYvYRgx_65g,text,lsvm,1,1
HOUSE/WA10 HECK TUG OF WAR,pYvYRgx_65g,text,nsvm,1,1
HOUSE/WA10 HECK TUG OF WAR,pYvYRgx_65g,text,knn,1,1
HOUSE/WA10 HECK TUG OF WAR,pYvYRgx_65g,text,rf,1,1
HOUSE/WA10 HECK TUG OF WAR,pYvYRgx_65g,text,nb,1,1
HOUSE/WA10 HECK TUG OF WAR,pYvYRgx_65g,music,lsvm,1,1
HOUSE/WA10 HECK TUG OF WAR,pYvYRgx_65g,music,nsvm,1,1
HOUSE/WA10 HECK TUG OF WAR,pYvYRgx_65g,music,knn,1,1
HOUSE/WA10 HECK TUG OF WAR,pYvYRgx_65g,music,rf,1,1
HOUSE/WA10 HECK TUG OF WAR,pYvYRgx_65g,music,nb,1,0
HOUSE/WA10 HECK TUG OF WAR,pYvYRgx_65g,both,lsvm,1,1
HOUSE/WA10 HECK TUG OF WAR,pYvYRgx_65g,both,nsvm,1,1
HOUSE/WA10 HECK TUG OF WAR,pYvYRgx_65g,both,knn,1,1
HOUSE/WA10 HECK TUG OF WAR,pYvYRgx_65g,both,rf,1,1
HOUSE/WA10 HECK TUG OF WAR,pYvYRgx_65g,both,nb,1,1
HOUSE/WI01 RYAN AMERICA HAS A CHOICE,1J9KyqdcEIc,text,lsvm,1,1
HOUSE/WI01 RYAN AMERICA HAS A CHOICE,1J9KyqdcEIc,text,nsvm,1,1
HOUSE/WI01 RYAN AMERICA HAS A CHOICE,1J9KyqdcEIc,text,knn,1,1
HOUSE/WI01 RYAN AMERICA HAS A CHOICE,1J9KyqdcEIc,text,rf,1,1
HOUSE/WI01 RYAN AMERICA HAS A CHOICE,1J9KyqdcEIc,text,nb,1,1
HOUSE/WI01 RYAN AMERICA HAS A CHOICE,1J9KyqdcEIc,music,lsvm,1,1
HOUSE/WI01 RYAN AMERICA HAS A CHOICE,1J9KyqdcEIc,music,nsvm,1,1
HOUSE/WI01 RYAN AMERICA HAS A CHOICE,1J9KyqdcEIc,music,knn,1,1
HOUSE/WI01 RYAN AMERICA HAS A CHOICE,1J9KyqdcEIc,music,rf,1,1
HOUSE/WI01 RYAN AMERICA HAS A CHOICE,1J9KyqdcEIc,music,nb,1,0
HOUSE/WI01 RYAN AMERICA HAS A CHOICE,1J9KyqdcEIc,both,lsvm,1,1
HOUSE/WI01 RYAN AMERICA HAS A CHOICE,1J9KyqdcEIc,both,nsvm,1,1
HOUSE/WI01 RYAN AMERICA HAS A CHOICE,1J9KyqdcEIc,both,knn,1,1
HOUSE/WI01 RYAN AMERICA HAS A CHOICE,1J9KyqdcEIc,both,rf,1,1
HOUSE/WI01 RYAN AMERICA HAS A CHOICE,1J9KyqdcEIc,both,nb,1,1
HOUSE/WI01 RYAN CHOICE OF TWO FUTURES,1niuXXPILuI,text,lsvm,1,1
HOUSE/WI01 RYAN CHOICE OF TWO FUTURES,1niuXXPILuI,text,nsvm,1,1
HOUSE/WI01 RYAN CHOICE OF TWO FUTURES,1niuXXPILuI,text,knn,1,1
HOUSE/WI01 RYAN CHOICE OF TWO FUTURES,1niuXXPILuI,text,rf,1,1
HOUSE/WI01 RYAN CHOICE OF TWO FUTURES,1niuXXPILuI,text,nb,1,1
HOUSE/WI01 RYAN CHOICE OF TWO FUTURES,1niuXXPILuI,music,lsvm,1,1
HOUSE/WI01 RYAN CHOICE OF TWO FUTURES,1niuXXPILuI,music,nsvm,1,1
HOUSE/WI01 RYAN CHOICE OF TWO FUTURES,1niuXXPILuI,music,knn,1,1
HOUSE/WI01 RYAN CHOICE OF TWO FUTURES,1niuXXPILuI,music,rf,1,1
HOUSE/WI01 RYAN CHOICE OF TWO FUTURES,1niuXXPILuI,music,nb,1,1
HOUSE/WI01 RYAN CHOICE OF TWO FUTURES,1niuXXPILuI,both,lsvm,1,1
HOUSE/WI01 RYAN CHOICE OF TWO FUTURES,1niuXXPILuI,both,nsvm,1,1
HOUSE/WI01 RYAN CHOICE OF TWO FUTURES,1niuXXPILuI,both,knn,1,1
HOUSE/WI01 RYAN CHOICE OF TWO FUTURES,1niuXXPILuI,both,rf,1,1
HOUSE/WI01 RYAN CHOICE OF TWO FUTURES,1niuXXPILuI,both,nb,1,1
HOUSE/WI01 RYAN CRITICAL CHOICE,WS-M7uYQwwo,text,lsvm,1,1
HOUSE/WI01 RYAN CRITICAL CHOICE,WS-M7uYQwwo,text,nsvm,1,1
HOUSE/WI01 RYAN CRITICAL CHOICE,WS-M7uYQwwo,text,knn,1,1
HOUSE/WI01 RYAN CRITICAL CHOICE,WS-M7uYQwwo,text,rf,1,1
HOUSE/WI01 RYAN CRITICAL CHOICE,WS-M7uYQwwo,text,nb,1,1
HOUSE/WI01 RYAN CRITICAL CHOICE,WS-M7uYQwwo,music,lsvm,1,1
HOUSE/WI01 RYAN CRITICAL CHOICE,WS-M7uYQwwo,music,nsvm,1,1
HOUSE/WI01 RYAN CRITICAL CHOICE,WS-M7uYQwwo,music,knn,1,1
HOUSE/WI01 RYAN CRITICAL CHOICE,WS-M7uYQwwo,music,rf,1,1
HOUSE/WI01 RYAN CRITICAL CHOICE,WS-M7uYQwwo,music,nb,1,1
HOUSE/WI01 RYAN CRITICAL CHOICE,WS-M7uYQwwo,both,lsvm,1,1
HOUSE/WI01 RYAN CRITICAL CHOICE,WS-M7uYQwwo,both,nsvm,1,1
HOUSE/WI01 RYAN CRITICAL CHOICE,WS-M7uYQwwo,both,knn,1,1
HOUSE/WI01 RYAN CRITICAL CHOICE,WS-M7uYQwwo,both,rf,1,1
HOUSE/WI01 RYAN CRITICAL CHOICE,WS-M7uYQwwo,both,nb,1,1
HOUSE/WI01 RYAN DISGRACEFUL,_rMWewBaE2E,text,lsvm,0,1
HOUSE/WI01 RYAN DISGRACEFUL,_rMWewBaE2E,text,nsvm,0,1
HOUSE/WI01 RYAN DISGRACEFUL,_rMWewBaE2E,text,knn,0,1
HOUSE/WI01 RYAN DISGRACEFUL,_rMWewBaE2E,text,rf,0,1
HOUSE/WI01 RYAN DISGRACEFUL,_rMWewBaE2E,text,nb,0,1
HOUSE/WI01 RYAN DISGRACEFUL,_rMWewBaE2E,music,lsvm,0,1
HOUSE/WI01 RYAN DISGRACEFUL,_rMWewBaE2E,music,nsvm,0,1
HOUSE/WI01 RYAN DISGRACEFUL,_rMWewBaE2E,music,knn,0,0
HOUSE/WI01 RYAN DISGRACEFUL,_rMWewBaE2E,music,rf,0,1
HOUSE/WI01 RYAN DISGRACEFUL,_rMWewBaE2E,music,nb,0,0
HOUSE/WI01 RYAN DISGRACEFUL,_rMWewBaE2E,both,lsvm,0,1
HOUSE/WI01 RYAN DISGRACEFUL,_rMWewBaE2E,both,nsvm,0,1
HOUSE/WI01 RYAN DISGRACEFUL,_rMWewBaE2E,both,knn,0,1
HOUSE/WI01 RYAN DISGRACEFUL,_rMWewBaE2E,both,rf,0,0
HOUSE/WI01 RYAN DISGRACEFUL,_rMWewBaE2E,both,nb,0,0
HOUSE/WI01 RYAN MOM AND AUNT,TStFOILzRZE,text,lsvm,1,1
HOUSE/WI01 RYAN MOM AND AUNT,TStFOILzRZE,text,nsvm,1,1
HOUSE/WI01 RYAN MOM AND AUNT,TStFOILzRZE,text,knn,1,1
HOUSE/WI01 RYAN MOM AND AUNT,TStFOILzRZE,text,rf,1,1
HOUSE/WI01 RYAN MOM AND AUNT,TStFOILzRZE,text,nb,1,1
HOUSE/WI01 RYAN MOM AND AUNT,TStFOILzRZE,music,lsvm,1,1
HOUSE/WI01 RYAN MOM AND AUNT,TStFOILzRZE,music,nsvm,1,1
HOUSE/WI01 RYAN MOM AND AUNT,TStFOILzRZE,music,knn,1,0
HOUSE/WI01 RYAN MOM AND AUNT,TStFOILzRZE,music,rf,1,1
HOUSE/WI01 RYAN MOM AND AUNT,TStFOILzRZE,music,nb,1,0
HOUSE/WI01 RYAN MOM AND AUNT,TStFOILzRZE,both,lsvm,1,1
HOUSE/WI01 RYAN MOM AND AUNT,TStFOILzRZE,both,nsvm,1,1
HOUSE/WI01 RYAN MOM AND AUNT,TStFOILzRZE,both,knn,1,1
HOUSE/WI01 RYAN MOM AND AUNT,TStFOILzRZE,both,rf,1,1
HOUSE/WI01 RYAN MOM AND AUNT,TStFOILzRZE,both,nb,1,0
HOUSE/WI01 RYAN PATIENT CENTERED SOLUTIONS,h56PTRJ_McU,text,lsvm,0,0
HOUSE/WI01 RYAN PATIENT CENTERED SOLUTIONS,h56PTRJ_McU,text,nsvm,0,0
HOUSE/WI01 RYAN PATIENT CENTERED SOLUTIONS,h56PTRJ_McU,text,knn,0,1
HOUSE/WI01 RYAN PATIENT CENTERED SOLUTIONS,h56PTRJ_McU,text,rf,0,0
HOUSE/WI01 RYAN PATIENT CENTERED SOLUTIONS,h56PTRJ_McU,text,nb,0,0
HOUSE/WI01 RYAN PATIENT CENTERED SOLUTIONS,h56PTRJ_McU,music,lsvm,0,1
HOUSE/WI01 RYAN PATIENT CENTERED SOLUTIONS,h56PTRJ_McU,music,nsvm,0,1
HOUSE/WI01 RYAN PATIENT CENTERED SOLUTIONS,h56PTRJ_McU,music,knn,0,1
HOUSE/WI01 RYAN PATIENT CENTERED SOLUTIONS,h56PTRJ_McU,music,rf,0,1
HOUSE/WI01 RYAN PATIENT CENTERED SOLUTIONS,h56PTRJ_McU,music,nb,0,1
HOUSE/WI01 RYAN PATIENT CENTERED SOLUTIONS,h56PTRJ_McU,both,lsvm,0,0
HOUSE/WI01 RYAN PATIENT CENTERED SOLUTIONS,h56PTRJ_McU,both,nsvm,0,0
HOUSE/WI01 RYAN PATIENT CENTERED SOLUTIONS,h56PTRJ_McU,both,knn,0,1
HOUSE/WI01 RYAN PATIENT CENTERED SOLUTIONS,h56PTRJ_McU,both,rf,0,1
HOUSE/WI01 RYAN PATIENT CENTERED SOLUTIONS,h56PTRJ_McU,both,nb,0,1
HOUSE/WI01 RYAN RIGHT SOLUTIONS,ikOUNSvaVI0,text,lsvm,0,1
HOUSE/WI01 RYAN RIGHT SOLUTIONS,ikOUNSvaVI0,text,nsvm,0,1
HOUSE/WI01 RYAN RIGHT SOLUTIONS,ikOUNSvaVI0,text,knn,0,1
HOUSE/WI01 RYAN RIGHT SOLUTIONS,ikOUNSvaVI0,text,rf,0,1
HOUSE/WI01 RYAN RIGHT SOLUTIONS,ikOUNSvaVI0,text,nb,0,1
HOUSE/WI01 RYAN RIGHT SOLUTIONS,ikOUNSvaVI0,music,lsvm,0,1
HOUSE/WI01 RYAN RIGHT SOLUTIONS,ikOUNSvaVI0,music,nsvm,0,1
HOUSE/WI01 RYAN RIGHT SOLUTIONS,ikOUNSvaVI0,music,knn,0,1
HOUSE/WI01 RYAN RIGHT SOLUTIONS,ikOUNSvaVI0,music,rf,0,1
HOUSE/WI01 RYAN RIGHT SOLUTIONS,ikOUNSvaVI0,music,nb,0,1
HOUSE/WI01 RYAN RIGHT SOLUTIONS,ikOUNSvaVI0,both,lsvm,0,1
HOUSE/WI01 RYAN RIGHT SOLUTIONS,ikOUNSvaVI0,both,nsvm,0,1
HOUSE/WI01 RYAN RIGHT SOLUTIONS,ikOUNSvaVI0,both,knn,0,1
HOUSE/WI01 RYAN RIGHT SOLUTIONS,ikOUNSvaVI0,both,rf,0,1
HOUSE/WI01 RYAN RIGHT SOLUTIONS,ikOUNSvaVI0,both,nb,0,1
HOUSE/WI01 RYAN STEP UP TO THE PLATE,vm4tALnRNGo,text,lsvm,1,1
HOUSE/WI01 RYAN STEP UP TO THE PLATE,vm4tALnRNGo,text,nsvm,1,1
HOUSE/WI01 RYAN STEP UP TO THE PLATE,vm4tALnRNGo,text,knn,1,1
HOUSE/WI01 RYAN STEP UP TO THE PLATE,vm4tALnRNGo,text,rf,1,1
HOUSE/WI01 RYAN STEP UP TO THE PLATE,vm4tALnRNGo,text,nb,1,1
HOUSE/WI01 RYAN STEP UP TO THE PLATE,vm4tALnRNGo,music,lsvm,1,1
HOUSE/WI01 RYAN STEP UP TO THE PLATE,vm4tALnRNGo,music,nsvm,1,1
HOUSE/WI01 RYAN STEP UP TO THE PLATE,vm4tALnRNGo,music,knn,1,0
HOUSE/WI01 RYAN STEP UP TO THE PLATE,vm4tALnRNGo,music,rf,1,1
HOUSE/WI01 RYAN STEP UP TO THE PLATE,vm4tALnRNGo,music,nb,1,0
HOUSE/WI01 RYAN STEP UP TO THE PLATE,vm4tALnRNGo,both,lsvm,1,1
HOUSE/WI01 RYAN STEP UP TO THE PLATE,vm4tALnRNGo,both,nsvm,1,1
HOUSE/WI01 RYAN STEP UP TO THE PLATE,vm4tALnRNGo,both,knn,1,1
HOUSE/WI01 RYAN STEP UP TO THE PLATE,vm4tALnRNGo,both,rf,1,1
HOUSE/WI01 RYAN STEP UP TO THE PLATE,vm4tALnRNGo,both,nb,1,0
HOUSE/WI01 RYAN TAX CODE A MESS,Heynm6KpvJo,text,lsvm,0,1
HOUSE/WI01 RYAN TAX CODE A MESS,Heynm6KpvJo,text,nsvm,0,1
HOUSE/WI01 RYAN TAX CODE A MESS,Heynm6KpvJo,text,knn,0,1
HOUSE/WI01 RYAN TAX CODE A MESS,Heynm6KpvJo,text,rf,0,1
HOUSE/WI01 RYAN TAX CODE A MESS,Heynm6KpvJo,text,nb,0,1
HOUSE/WI01 RYAN TAX CODE A MESS,Heynm6KpvJo,music,lsvm,0,1
HOUSE/WI01 RYAN TAX CODE A MESS,Heynm6KpvJo,music,nsvm,0,1
HOUSE/WI01 RYAN TAX CODE A MESS,Heynm6KpvJo,music,knn,0,1
HOUSE/WI01 RYAN TAX CODE A MESS,Heynm6KpvJo,music,rf,0,1
HOUSE/WI01 RYAN TAX CODE A MESS,Heynm6KpvJo,music,nb,0,1
HOUSE/WI01 RYAN TAX CODE A MESS,Heynm6KpvJo,both,lsvm,0,1
HOUSE/WI01 RYAN TAX CODE A MESS,Heynm6KpvJo,both,nsvm,0,1
HOUSE/WI01 RYAN TAX CODE A MESS,Heynm6KpvJo,both,knn,0,1
HOUSE/WI01 RYAN TAX CODE A MESS,Heynm6KpvJo,both,rf,0,1
HOUSE/WI01 RYAN TAX CODE A MESS,Heynm6KpvJo,both,nb,0,1
HOUSE/WI01 RYAN TELL OUR KIDS,0-UFfmAhusE,text,lsvm,1,1
HOUSE/WI01 RYAN TELL OUR KIDS,0-UFfmAhusE,text,nsvm,1,1
HOUSE/WI01 RYAN TELL OUR KIDS,0-UFfmAhusE,text,knn,1,1
HOUSE/WI01 RYAN TELL OUR KIDS,0-UFfmAhusE,text,rf,1,1
HOUSE/WI01 RYAN TELL OUR KIDS,0-UFfmAhusE,text,nb,1,1
HOUSE/WI01 RYAN TELL OUR KIDS,0-UFfmAhusE,music,lsvm,1,1
HOUSE/WI01 RYAN TELL OUR KIDS,0-UFfmAhusE,music,nsvm,1,1
HOUSE/WI01 RYAN TELL OUR KIDS,0-UFfmAhusE,music,knn,1,1
HOUSE/WI01 RYAN TELL OUR KIDS,0-UFfmAhusE,music,rf,1,1
HOUSE/WI01 RYAN TELL OUR KIDS,0-UFfmAhusE,music,nb,1,1
HOUSE/WI01 RYAN TELL OUR KIDS,0-UFfmAhusE,both,lsvm,1,1
HOUSE/WI01 RYAN TELL OUR KIDS,0-UFfmAhusE,both,nsvm,1,1
HOUSE/WI01 RYAN TELL OUR KIDS,0-UFfmAhusE,both,knn,1,1
HOUSE/WI01 RYAN TELL OUR KIDS,0-UFfmAhusE,both,rf,1,1
HOUSE/WI01 RYAN TELL OUR KIDS,0-UFfmAhusE,both,nb,1,1
HOUSE/WI01 RYAN THE IRS,esyk9oRQ9LM,text,lsvm,1,1
HOUSE/WI01 RYAN THE IRS,esyk9oRQ9LM,text,nsvm,1,1
HOUSE/WI01 RYAN THE IRS,esyk9oRQ9LM,text,knn,1,1
HOUSE/WI01 RYAN THE IRS,esyk9oRQ9LM,text,rf,1,1
HOUSE/WI01 RYAN THE IRS,esyk9oRQ9LM,text,nb,1,0
HOUSE/WI01 RYAN THE IRS,esyk9oRQ9LM,music,lsvm,1,0
HOUSE/WI01 RYAN THE IRS,esyk9oRQ9LM,music,nsvm,1,0
HOUSE/WI01 RYAN THE IRS,esyk9oRQ9LM,music,knn,1,1
HOUSE/WI01 RYAN THE IRS,esyk9oRQ9LM,music,rf,1,1
HOUSE/WI01 RYAN THE IRS,esyk9oRQ9LM,music,nb,1,0
HOUSE/WI01 RYAN THE IRS,esyk9oRQ9LM,both,lsvm,1,1
HOUSE/WI01 RYAN THE IRS,esyk9oRQ9LM,both,nsvm,1,1
HOUSE/WI01 RYAN THE IRS,esyk9oRQ9LM,both,knn,1,0
HOUSE/WI01 RYAN THE IRS,esyk9oRQ9LM,both,rf,1,1
HOUSE/WI01 RYAN THE IRS,esyk9oRQ9LM,both,nb,1,0
HOUSE/WI01 RYAN WHAT ABOUT OUR DEBT,vqioKjdS8z0,text,lsvm,1,1
HOUSE/WI01 RYAN WHAT ABOUT OUR DEBT,vqioKjdS8z0,text,nsvm,1,1
HOUSE/WI01 RYAN WHAT ABOUT OUR DEBT,vqioKjdS8z0,text,knn,1,1
HOUSE/WI01 RYAN WHAT ABOUT OUR DEBT,vqioKjdS8z0,text,rf,1,1
HOUSE/WI01 RYAN WHAT ABOUT OUR DEBT,vqioKjdS8z0,text,nb,1,1
HOUSE/WI01 RYAN WHAT ABOUT OUR DEBT,vqioKjdS8z0,music,lsvm,1,1
HOUSE/WI01 RYAN WHAT ABOUT OUR DEBT,vqioKjdS8z0,music,nsvm,1,1
HOUSE/WI01 RYAN WHAT ABOUT OUR DEBT,vqioKjdS8z0,music,knn,1,1
HOUSE/WI01 RYAN WHAT ABOUT OUR DEBT,vqioKjdS8z0,music,rf,1,1
HOUSE/WI01 RYAN WHAT ABOUT OUR DEBT,vqioKjdS8z0,music,nb,1,1
HOUSE/WI01 RYAN WHAT ABOUT OUR DEBT,vqioKjdS8z0,both,lsvm,1,1
HOUSE/WI01 RYAN WHAT ABOUT OUR DEBT,vqioKjdS8z0,both,nsvm,1,1
HOUSE/WI01 RYAN WHAT ABOUT OUR DEBT,vqioKjdS8z0,both,knn,1,1
HOUSE/WI01 RYAN WHAT ABOUT OUR DEBT,vqioKjdS8z0,both,rf,1,1
HOUSE/WI01 RYAN WHAT ABOUT OUR DEBT,vqioKjdS8z0,both,nb,1,1
HOUSE/WI06 GROTHMAN POLITICIANS LOVE TWO THINGS,7Y8xrOTjEI0,text,lsvm,0,1
HOUSE/WI06 GROTHMAN POLITICIANS LOVE TWO THINGS,7Y8xrOTjEI0,text,nsvm,0,1
HOUSE/WI06 GROTHMAN POLITICIANS LOVE TWO THINGS,7Y8xrOTjEI0,text,knn,0,1
HOUSE/WI06 GROTHMAN POLITICIANS LOVE TWO THINGS,7Y8xrOTjEI0,text,rf,0,1
HOUSE/WI06 GROTHMAN POLITICIANS LOVE TWO THINGS,7Y8xrOTjEI0,text,nb,0,1
HOUSE/WI06 GROTHMAN POLITICIANS LOVE TWO THINGS,7Y8xrOTjEI0,music,lsvm,0,1
HOUSE/WI06 GROTHMAN POLITICIANS LOVE TWO THINGS,7Y8xrOTjEI0,music,nsvm,0,1
HOUSE/WI06 GROTHMAN POLITICIANS LOVE TWO THINGS,7Y8xrOTjEI0,music,knn,0,0
HOUSE/WI06 GROTHMAN POLITICIANS LOVE TWO THINGS,7Y8xrOTjEI0,music,rf,0,1
HOUSE/WI06 GROTHMAN POLITICIANS LOVE TWO THINGS,7Y8xrOTjEI0,music,nb,0,0
HOUSE/WI06 GROTHMAN POLITICIANS LOVE TWO THINGS,7Y8xrOTjEI0,both,lsvm,0,1
HOUSE/WI06 GROTHMAN POLITICIANS LOVE TWO THINGS,7Y8xrOTjEI0,both,nsvm,0,1
HOUSE/WI06 GROTHMAN POLITICIANS LOVE TWO THINGS,7Y8xrOTjEI0,both,knn,0,1
